2024-07-07 12:27:20.352  INFO 24265 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2024-07-07 12:27:20.413  INFO 24265 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2024-07-07 12:27:20.485  INFO 24265 --- [main] org.hibernate.Version                    : HHH000412: Hibernate Core {5.3.10.Final}
2024-07-07 12:27:20.487  INFO 24265 --- [main] org.hibernate.cfg.Environment            : HHH000206: hibernate.properties not found
2024-07-07 12:27:20.630  INFO 24265 --- [main] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2024-07-07 12:27:20.768  INFO 24265 --- [main] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-07-07 12:27:21.444  INFO 24265 --- [main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-07-07 12:27:21.994  WARN 24265 --- [main] aWebConfiguration$JpaWebMvcConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-07-07 12:27:22.057  INFO 24265 --- [main] o.s.s.web.DefaultSecurityFilterChain     : Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@677c2820, org.springframework.security.web.context.SecurityContextPersistenceFilter@3e5b2630, org.springframework.security.web.header.HeaderWriterFilter@6963b0bd, org.springframework.web.filter.CorsFilter@39c1e7b7, org.springframework.security.web.authentication.logout.LogoutFilter@709d2a6c, com.example.demo.security.JWTAuthenticationFilter@1c14d24d, com.example.demo.security.JWTAuthenticationVerificationFilter@28515443, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@75ac326f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@49809275, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2eea4441, org.springframework.security.web.session.SessionManagementFilter@49741274, org.springframework.security.web.access.ExceptionTranslationFilter@25109d84, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@234bfc8c]
2024-07-07 12:27:22.175  INFO 24265 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2024-07-07 12:27:22.354  INFO 24265 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8082 (http) with context path ''
2024-07-07 12:27:22.357  INFO 24265 --- [main] com.example.demo.SareetaApplication      : Started SareetaApplication in 4.233 seconds (JVM running for 4.8)
2024-07-07 12:27:30.063  INFO 24265 --- [http-nio-8082-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-07-07 12:27:30.069  INFO 24265 --- [http-nio-8082-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2024-07-07 12:27:30.077  INFO 24265 --- [http-nio-8082-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 8 ms
2024-07-07 12:27:30.304  INFO 24265 --- [http-nio-8082-exec-1] c.e.demo.controllers.UserController      : create user successfully: user =  com.example.demo.model.requests.CreateUserRequest@40daba34
